DTXSID,true_cas,true_chemname,status,ATMOSPHERIC_HYDROXYLATION_RATE_.AOH._CM3.MOLECULE.SEC_OPERA_PRED,BIOCONCENTRATION_FACTOR_OPERA_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,BOILING_POINT_DEGC_OPERA_PRED,HENRYS_LAW_ATM.M3.MOLE_OPERA_PRED,OPERA_KM_DAYS_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L.KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,MELTING_POINT_DEGC_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL.L_OPERA_PRED
DTXSID4051293,129423-54-7,C.I. Pigment 191,uc,6.7141e-11,5.32681,8.32295,274.65,2.19366e-11,0.288602,9.5556,40.3731,0.191608,212.422,1.40061e-9,2.46498e-4
DTXSID4051299,147315-50-2,"2-(4,6-Diphenyl-s-triazin-2-yl)-5-hexyloxyphenol",uc,1.77055e-11,704.284,7.40684,398.832,1.27862e-7,1.51562,10.1968,86110.2,6.28314,152.852,6.25143e-9,2.88789e-6
DTXSID4051328,13235-36-4,"Glycine, N,N'-1,2-ethanediylbis[N-(carboxymethyl)-, sodium salt, hydrate (1:4:4)",uc,9.82283e-12,3.80687,4.96007,318.006,2.27935e-11,0.306243,9.37979,37.8169,-1.51402,164.398,1.50547e-12,0.00342189
DTXSID4051744,1533-45-5,"4,4'-Bis(2-benzoxazolyl)stilbene",uc,1.81826e-11,1951.65,33.5999,484.027,1.34153e-7,1.08123,11.6773,110472,6.22361,219.158,2.39116e-10,8.22242e-7
DTXSID4051823,188027-78-3,"5H-1,3-Dioxolo[4,5-f]benzimidazole, 6-chloro-5-[(3,5-dimethyl-4-isoxazolyl)sulfonyl]-2,2-difluoro",uc,4.67144e-11,1.77428,5.68775,350.034,5.72564e-10,3.2412,8.85417,453.484,1.50199,72.57,1.2791e-7,2.56175e-5
DTXSID4051871,123639,"2,2'-(Oxybis(methylene))bisoxirane",uc,1.32269e-11,1.54435,6.46925,159.202,1.07645e-5,0.133418,3.92008,32.4277,0.149763,-42.6651,0.157838,5.51017
DTXSID4051902,24360-05-2,Hexamethylene tetramine hydrochloride,uc,2.95246e-11,2.48593,34.0792,190.918,1.52861e-7,0.177035,4.31856,132.233,-0.141978,151.09,0.00401857,0.243402
DTXSID4052005,3234-84-2,Octadecyl dodecanoate,uc,1.75092e-11,52.6352,123.018,459.929,7.05765e-7,2.55035,11.6828,19863.6,8.27365,52.6165,9.2867e-11,9.09965e-8
DTXSID4052130,4948-15-6,C.I. Pigment Red 149,uc,1.78536e-11,186.842,335.252,496.689,3.4206e-8,0.903257,11.6722,70509.8,6.4171,274.702,6.46448e-11,2.43478e-7
DTXSID4052215,555-10-2,beta-Phellandrene,uc,1.67941e-10,308.168,2.93338,171.528,0.049642,3.50276,4.47979,2361.73,4.11642,-24.5934,1.58529,2.26525e-5
DTXSID4052219,5590-18-1,Pigment Yellow 110,uc,1.29375e-11,197300,44.1792,482.809,2.57768e-12,4.2871,9.73612,235152,4.85207,185.898,4.39352e-11,4.47141e-7
DTXSID4052342,65-71-4,Thymine,uc,1.37095e-11,3.34131,4.43597,260.904,2.19455e-7,0.182109,7.46288,38.0068,-0.620724,315.898,7.86218e-4,0.0308568
DTXSID4052506,763-32-6,3-Methylbut-3-en-1-ol,uc,6.89791e-11,3.97518,4.48108,131.993,2.02854e-7,0.0713374,4.2519,13.8795,0.906702,-88.5314,3.5512,1.44058
DTXSID4052635,941-98-0,1'-Acetonaphthone,uc,2.44179e-12,121.681,5.33957,299.504,1.72909e-6,0.129554,6.90602,1217.56,3.05533,40.8207,3.947e-4,4.38404e-4
DTXSID4057920,101903-30-4,Pefurazoate,uc,8.87211e-11,35.1598,4.91027,336.675,5.88945e-9,0.644208,10.7392,1635.69,2.99693,52.3463,4.83924e-6,0.00127708
DTXSID4057924,105024-66-6,Silafluofen,uc,2.33524e-11,4485.9,201.183,397.447,2.6031e-6,2.99362,11.7601,36483.7,8.19973,115.436,1.88264e-8,2.45168e-9
DTXSID4057928,106700-29-2,Pethoxamid,uc,3.50838e-11,64.1351,4.6571,296.25,3.34403e-7,0.200817,9.60269,292.919,3.34429,21.0337,1.19669e-5,0.00135381
DTXSID4057976,143807-66-3,Chromafenozide,uc,2.0553e-11,70.9595,6.08929,368.695,3.28019e-11,0.867474,10.3006,38341.6,3.84251,198.406,3.22969e-8,2.35482e-6
DTXSID4057978,1468-37-7,Dimexano,uc,8.8207e-12,12.5564,43.1197,251.429,1.09699e-8,0.27214699999999997,7.25392,225.013,2.07884,59.2871,1.47118e-4,1.66245e-4
DTXSID4058021,221205-90-9,Pyrimisulfan,uc,1.33658e-11,2.50712,4.73795,292.624,1.66188e-11,0.152586,9.43224,77.3581,1.07511,176.346,1.0751e-10,0.0064448
DTXSID4058025,224049-04-1,Isotianil,uc,1.34259e-11,127.32,3.51987,338.835,1.31928e-10,0.0986883,10.6115,922.114,2.40315,197.798,1.12592e-8,1.81391e-4
DTXSID4058027,229977-93-9,Fluacrypyrim,uc,1.66301e-11,27.4212,5.67977,358.282,5.22336e-9,5.85801,10.4637,7199.23,4.20978,105.084,5.45457e-9,8.13999e-7
DTXSID4058073,37248-47-8,Validamycin,uc,4.64875e-11,2.50231,94.2032,351.073,2.31738e-11,0.327818,9.6124,52.7957,-1.60413,201.483,8.18318e-11,1.57056
DTXSID4058075,374726-62-2,Mandipropamid,uc,7.16984e-11,179.565,3.35773,419.315,6.09104e-12,0.818934,10.3326,28245.8,2.85196,186.087,1.98519e-9,1.02301e-5
DTXSID4058077,3766-81-2,Fenobucarb,uc,1.41333e-11,25.6839,3.5425,280.43,1.32059e-8,0.301556,9.25006,51.5634,2.78096,32.6894,1.41537e-4,0.00233994
DTXSID4058079,37893-02-0,Flubenzimine,uc,1.08898e-11,94.0395,4.54677,339.534,1.66679e-9,0.862174,7.87754,2786.14,3.91046,117.929,9.93767e-6,7.2074e-5
DTXSID4058104,447399-55-5,Pyroxasulfone,uc,1.16565e-11,1.66914,5.15332,337.756,9.19297e-9,0.704436,7.25358,967.909,3.3179,73.4573,7.88184e-7,3.26562e-4
DTXSID4058156,67129-08-2,Metazachlor,uc,1.05677e-11,41.1047,3.35856,331.66,5.71942e-10,0.181083,9.58903,151.02,2.13204,85.0222,4.50768e-7,0.00161163
DTXSID4058158,68254-10-4,Fenridazon,uc,2.972e-11,3.26324,3.5317,319.945,1.30072e-8,0.198188,9.39516,422.296,0.960709,220.794,2.05585e-8,0.0167666
DTXSID4058289,1166-46-7,Tetramethrin [(1R)-trans isomer],uc,1.46105e-10,8.81393,3.35399,339.127,9.76411e-6,1.52109,11.5741,1791.04,4.72729,69.0098,7.03012e-6,6.48624e-6
DTXSID4058491,866-82-0,Cupric citrate,uc,3.33572e-12,4.16394,4.09194,318.064,1.54655e-10,0.105991,7.9121,119.011,-2.00573,178.748,1.65442e-8,4.90398
DTXSID4058493,89784-60-1,Pyraclofos,uc,1.75441e-11,217.99,3.35216,362.139,1.85573e-6,1.07836,11.7086,1873.71,3.76925,26.102,1.20714e-8,9.10662e-5
DTXSID4058499,961-22-8,Azinphos-methyl oxon,uc,1.6806e-11,5.11369,3.54197,338.153,2.18071e-8,0.561499,9.26038,214.583,0.779626,56.584,8.82555e-7,0.00792882
DTXSID4058601,104-35-8,4-nonylphenol ethoxylate,uc,1.66003e-11,595.591,4.45422,277.18,5.82052e-6,0.956921,10.5613,1929.74,5.10473,41.9122,6.34363e-6,3.85547e-4
DTXSID4058948,86-81-7,"Benzaldehyde, 3,4,5-trimethoxy-",uc,2.8373e-11,5.79733,3.67845,286.006,2.45702e-7,0.938618,6.08861,118.814,1.39017,47.3494,7.11288e-4,0.00760131
DTXSID4059916,375-22-4,Perfluorobutanoic acid,uc,8.6957e-13,5.48746,4.46041,120.996,5.00691e-5,0.071815,3.45889,88.8749,1.43188,-17.8808,33.6124,0.00208527
DTXSID4060072,488-23-3,"1,2,3,4-Tetramethylbenzene",uc,2.41196e-11,106.514,3.99992,199.912,0.0077059,14.6826,4.45104,1519.66,4.00077,15.7863,0.365307,2.60356e-5
DTXSID4060787,624-49-7,"2-Butenedioic acid (2E)-, 1,4-dimethyl ester",uc,1.62997e-11,2.58548,4.13252,197.477,1.15799e-5,0.111734,3.8793,43.0009,0.219754,-12.9443,0.300074,0.552985
DTXSID4061337,943-27-1,"Ethanone, 1-[4-(1,1-dimethylethyl)phenyl]-",uc,1.28611e-11,81.3327,4.36785,251.311,1.04428e-4,0.507836,5.73156,310.854,3.34422,12.422,0.152976,0.00978626
DTXSID4061468,1074-43-7,1-Methyl-3-propylbenzene,uc,1.20271e-11,535.039,3.25083,183.469,0.00807191,1.24433,4.58549,1900.28,4.66773,-60.146,2.57056,2.45972e-4
DTXSID4061834,1631-25-0,"1H-Pyrrole-2,5-dione, 1-cyclohexyl-",uc,4.24754e-11,3.95733,5.91276,256.708,1.32143e-5,0.0837788,7.44384,56.7996,2.12509,86.7914,0.00140875,0.0466229
DTXSID4062016,1838-59-1,"Formic acid, 2-propenyl ester",uc,2.73316e-11,2.32278,4.44029,83.5612,2.14485e-4,0.144291,2.664,17.0421,0.769482,-78.7572,75.2145,0.437776
DTXSID4062436,2463-63-0,2-Heptenal,uc,4.18699e-11,7.70821,4.28125,165.868,8.46692e-5,0.620366,3.9586,26.6887,2.08286,-47.7005,1.02913,0.0223893
DTXSID4062775,3006-13-1,"1-Dodecanaminium, N-ethyl-N,N-dimethyl-, ethyl sulfate",uc,7.78087e-12,1317.71,5.67318,243.74,0.00126508,35.0276,7.57032,2186.92,0.682817,158.518,0.00195352,5.43783e-8
DTXSID4062858,3135-18-0,"Phosphonic acid, [[3,5-bis(1,1-dimethylethyl)-4-hydroxyphenyl]methyl]-, dioctadecyl ester",uc,2.94555e-11,50.1685,209.3,481.516,4.77423e-7,0.82752,11.6552,29963.2,7.35131,84.4275,1.78352e-9,2.31804e-7
DTXSID4064341,6416-68-8,C.I. Fluorescent Brightener 46,uc,1.38829e-11,11.2442,20.0792,402.151,4.26228e-8,2.57761,10.233,39599,4.40162,180.681,3.24286e-9,2.91754e-6
DTXSID4064347,6417-83-0,"C.I. Pigment Red 63, calcium salt (1:1)",uc,1.82076e-11,8.69509,7.60964,315.435,1.21031e-10,0.189648,9.37551,2306.78,0.0571791,205.688,3.33039e-10,6.01401e-4
DTXSID4064719,7487-79-8,Diethanolamine laurate,uc,1.29456e-11,250.954,5.71329,298.888,2.02665e-7,0.375271,8.65681,1071.85,0.614894,161.012,1.63955e-5,2.42917e-5
DTXSID40699553,99577-57-8,"Octadeca-2,13-dienal",uc,1.12025e-10,1015.08,5.57193,332.647,4.38967e-7,2.69303,8.87163,2593.95,7.13347,25.9593,5.27173e-6,3.00686e-7
DTXSID4073885,80-55-7,"Propanoic acid, 2-hydroxy-2-methyl-, ethyl ester",uc,8.56486e-12,3.17096,4.119,150.098,8.39999e-7,0.0883898,4.36114,19.1484,0.141783,-40.5474,0.544723,1.2496
DTXSID4074350,6642-31-5,"6-Amino-1,3-dimethyluracil",uc,5.44626e-12,2.40074,3.81813,300.896,1.9733e-8,0.107615,8.45891,24.2866,-0.195881,174.016,0.00383769,0.103327
DTXSID40745448,156028-14-7,PUBCHEM_71308272,uc,2.13511e-11,36.7755,8.7227,322.72,3.37958e-8,1.19499,10.631,3742.07,1.4243,138.088,4.20393e-7,4.97464e-4
DTXSID40859958,4764-17-4,"(+/-)-3,4-(Methylenedioxy)amphetamine",uc,1.81348e-11,7.5718,3.33844,288.057,7.08713e-10,0.124188,8.525,172.217,1.64092,102.184,2.28515e-4,0.014846699999999999
DTXSID40860105,25307-17-9,"Ethanol, 2,2'-(9-octadecen-1-ylimino)bis-",uc,3.27525e-11,580.088,5.8242,327.787,1.65183e-9,0.200684,9.40392,14320.6,6.74328,44.9533,2.30124e-7,9.59034e-5
DTXSID40861778,127-90-2,"Bis(2,3,3,3-tetrachloropropyl) ether",uc,4.20819e-12,1912.37,7.44082,293.368,6.4794e-4,68.4772,8.41377,3389.11,4.16809,-49.8709,0.139657,2.01405e-5
DTXSID40862240,584-94-1,"2,3-Dimethylhexane",uc,6.64567e-12,519.633,25.4074,113.5,0.37635,7.10363,3.4925,377.358,3.50536,-103.572,23.2157,1.34494e-5
DTXSID40862306,620-67-7,"1,2,3-Propanetriyl triheptanoate",uc,1.68715e-11,101.415,5.66966,409.858,1.01535e-7,6.68355,11.7173,13708.8,6.07682,-17.1243,1.68937e-7,4.59761e-6
DTXSID40862341,638-59-5,Myristyl acetate,uc,1.31747e-11,1402.34,5.6695,300.878,7.6614e-7,2.65601,8.41211,1781.28,6.6076,6.09452,1.94955e-4,8.40892e-7
DTXSID40862508,1002-43-3,3-Methylundecane,uc,1.91951e-11,597.646,4.82874,208.505,0.145737,4.26645,5.25562,1409.63,5.92185,-66.5513,0.708454,6.9631e-8
DTXSID40862523,1073-11-6,"2(3H)-Furanone, 5-ethenyldihydro-5-methyl-",uc,2.77875e-11,2.85459,4.89527,196.399,9.06867e-8,0.0951549,4.46811,50.7816,0.753236,-12.2711,1.46707,0.150027
DTXSID40862922,2400-00-2,3-Phenyldodecane,uc,1.60852e-11,505.661,4.11178,312.976,9.31165e-5,6.85009,8.14079,15245.3,8.09864,2.00253,2.50056e-4,1.044e-8
DTXSID40863297,3944-36-3,1-Isopropoxy-2-propanol,uc,2.01516e-11,5.20744,4.12171,137.683,8.56008e-7,0.062568,4.46753,20.2798,0.670666,-51.1165,2.18172,3.32888
DTXSID40863570,5580-57-4,"Benzamide, 3,3'-[(2-chloro-5-methyl-1,4-phenylene)bis[imino(1-acetyl-2-oxo-2,1-ethanediyl)-2,1-diazenediyl]]bis[4-chloro-N-(3-chloro-2-methylphenyl)-",uc,1.04942e-10,77.4073,88.9411,390.673,7.65369e-11,1.36871,9.61368,101239,4.50816,170.95,5.72048e-7,1.50325e-6
DTXSID40863873,6486-23-3,"Butanamide, 2-[2-(4-chloro-2-nitrophenyl)diazenyl]-N-(2-chlorophenyl)-3-oxo-",uc,2.20294e-11,79.9057,3.54332,336.509,4.26651e-10,0.577215,10.4324,613.966,3.7174,185.021,7.97578e-12,1.66557e-5
DTXSID40863959,6920-22-5,"1,2-Hexanediol",uc,2.54102e-11,4.95834,3.56094,230.222,1.08758e-7,0.0813036,7.41082,27.5019,0.829822,71.165,0.0351058,2.44331
DTXSID40864365,13122-18-4,"Hexaneperoxoic acid, 3,5,5-trimethyl-, 1,1-dimethylethyl ester",uc,1.62604e-11,65.618,3.67614,246.264,1.49422e-4,0.424907,5.76213,265.241,4.85035,-27.9312,0.0691155,1.25047e-5
DTXSID40866425,54446-78-5,1-(2-Butoxyethoxy)ethanol,uc,4.06945e-11,3.08523,3.81344,193.131,5.04545e-7,0.21977,6.7255,38.3501,1.01834,-28.2076,0.0734317,0.765734
DTXSID40866763,59604-11-4,Chlorfenprop,uc,1.14998e-11,3.42865,3.54303,291.759,2.07338e-8,0.185704,8.71197,57.8908,2.63282,163.435,1.26817e-4,0.00607871
DTXSID40867831,69581-33-5,N-(3-Chlorophenyl)-N-(2-oxooxolan-3-yl)cyclopropanecarboxamide,uc,2.18248e-11,16.3661,3.35039,343.705,4.77917e-10,0.215434,10.6045,234.552,2.82679,95.0248,1.09217e-6,0.00202805
DTXSID40868303,74367-33-2,"propanoic acid, 2-methyl-, 2,2-dimethyl-1-(2-hydroxy-1-methylethyl)propyl ester",uc,1.6376e-11,7.59385,5.16248,270.764,2.02011e-8,0.206155,7.75853,83.2431,3.93945,9.38772,0.0077391,0.0855571
DTXSID40869118,93413-62-8,O-Desmethyl Venlafaxine,uc,1.65241e-11,16.0569,4.71147,313.107,4.76706e-7,2.96748,9.02903,277.072,2.46137,127.96,7.90214e-8,0.0162331
DTXSID40870188,189954-96-9,"3-(Cyclopropylmethoxy)-4-[4-(methanesulfonyl)phenyl]-5,5-dimethylfuran-2(5H)-one",uc,1.82483e-11,2.12469,3.3511,401.411,4.72816e-9,0.549916,10.3292,824.334,2.81248,150.404,2.40486e-7,2.79694e-4
DTXSID40872581,5103-73-1,cis-Nonachlordane,uc,6.99067e-13,11397.4,230.688,333.799,7.45727e-5,90.3176,10.1783,30275.5,6.19852,102.762,3.32802e-8,2.16169e-7
DTXSID40874045,97404-02-9,Basic Orange 31,uc,1.76634e-11,23.6456,3.64135,323.073,1.43196e-7,0.480784,8.99368,180.974,-0.79692,168.896,5.39191e-10,0.00797231
DTXSID40879237,2497-18-9,trans-Hex-2-enyl acetate,uc,7.59563e-11,8.50113,4.6397,166.024,4.60972e-4,0.245077,4.4981,64.073,2.58494,-66.8354,1.31488,0.0110772
DTXSID40883177,108175-15-1,Sorbitol octanoate,uc,1.46054e-11,2.83773,3.53708,313.311,1.63721e-11,0.322571,9.46979,537.186,0.17075,158.211,7.4723e-11,0.375582
DTXSID40883359,317-34-0,Aminophylline,uc,5.98431e-12,2.18512,4.27323,327.106,2.73829e-9,0.0847902,10.6206,37.6638,1.35149,139.955,4.58034e-6,0.0374218
DTXSID40884104,4706-78-9,"Sulfuric acid, monododecyl ester, potassium salt (1:1)",uc,1.87278e-11,5.99846,4.68114,291.203,2.32822e-7,0.495797,9.71461,1234.14,1.1662,136.218,2.08107e-5,0.00589587
DTXSID40889331,83-86-3,myo-Inositol hexakisphosphate,uc,9.84533e-12,3.09331,4.90352,358.032,1.51521e-11,0.143487,9.61615,53.2677,-3.40077,176.6,1.68735e-9,1.5147
DTXSID40890583,4040-48-6,Magnesium laurate,uc,1.29456e-11,250.954,5.71329,298.888,2.02665e-7,0.375271,8.65681,1071.85,0.695679,179.518,1.63955e-5,2.42917e-5
DTXSID40890861,43035-18-3,"Benzenesulfonic acid, 4-[[3-[2-[2-hydroxy-3-[[(4-methoxyphenyl)amino]carbonyl]-1-naphthalenyl]diazenyl]-4-methylbenzoyl]amino]-, calcium salt (2:1)",uc,4.22804e-11,13.4735,36.5751,353.923,1.19681e-11,0.220469,9.53343,141309,2.04361,226.491,1.54047e-8,3.77054e-7
DTXSID40891873,437412,Magnesium lauryl sulfate,uc,1.87269e-11,5.99846,4.68114,291.201,2.32822e-7,0.495797,9.71461,1234.14,1.07715,177.407,2.08107e-5,0.00589567
DTXSID40893034,5785-44-4,Calcium citrate tetrahydrate,uc,3.33572e-12,4.16394,4.09194,318.064,1.54655e-10,0.105991,7.9121,119.011,-2.25584,176.465,1.65442e-8,4.90398
DTXSID40893251,14350-97-1,Disodium lauroamphodiacetate,uc,1.18596e-11,9.59434,8.41962,303.718,6.99815e-10,0.277432,9.34674,17093.1,2.99637,132.663,1.71397e-9,5.90085e-4
DTXSID40894147,188062-50-2,Abacavir sulfate,uc,3.40017e-11,6.21513,3.34952,322.855,2.4803e-9,1.32153,9.31533,47.3256,0.5878,168.75,8.73577e-11,0.0477247
DTXSID40894945,1417782-03-6,Mefentrifluconazole,uc,1.7393e-11,121.967,3.54046,328.001,9.45659e-10,0.429491,10.9786,507.115,2.81267,102.434,1.33663e-8,3.20738e-6
DTXSID40895093,1336-93-2,"Naphthenic acids, manganese salts",uc,8.61014e-12,3.71945,10.5439,310.981,1.52326e-8,0.143072,8.70328,131.648,-0.887057,216.891,6.67672e-6,2.74593e-4
DTXSID40896984,187393-00-6,"2,2'-(6-(4-Methoxyphenyl)-1,3,5-triazine-2,4-diyl)bis(5-((2-ethylhexyl)oxy)phenol)",uc,2.22468e-11,50.1263,3.36192,460.792,2.70452e-8,0.564989,9.75374,129085,7.57969,190.753,7.19672e-10,1.65337e-6
DTXSID40904432,68583-49-3,"Octamethylcyclotetrasiloxane, silica reaction product",uc,1.01189e-12,5.3182,214.816,175.817,11.9941,75.8167,3.94398,3064.9,0.877178,77.2342,1.04696,1.69853e-8
DTXSID40905045,17699-16-0,(+)-trans-4-Thujanol,uc,3.36147e-11,35.8142,5.583,212.851,1.46729e-5,0.113897,6.57452,1333.54,3.15637,112.557,0.0578377,0.00500059
DTXSID40949681,26885-07-4,Sodium 2-[icosanoyl(methyl)amino]ethane-1-sulfonate,uc,1.94468e-11,37.2623,13.0205,303.427,1.27935e-8,2.48199,10.2726,10107.7,6.2418,201.27,9.60718e-9,1.60068e-4
DTXSID40953349,31307-92-3,Hexitolato--oxiranato (1/1),uc,3.85227e-11,1.66916,6.65126,313.825,9.16758e-11,0.0808937,8.46054,61.7277,1.29695,151.076,8.87788e-11,3.30821
DTXSID40974175,5863-51-4,Acid green 22,uc,4.82393e-11,6.18493,42.2933,443.61,8.12658e-9,0.335052,9.7944,135281,3.87895,191.288,6.08502e-11,1.45854e-8
DTXSID501006074,85508-38-9,R-(Z))-3-((12-Hydroxy-1-oxo-9-octadecenyl)amino)propyltrimethylammonium methyl sulphate,uc,8.11302e-11,275.417,8.69539,329.079,2.88575e-8,0.355957,9.50388,13872.2,0.538634,163.77,7.67248e-8,1.29641e-4
DTXSID501009430,4254-15-3,"(+)-1,2-Propanediol",uc,1.2016e-11,3.38004,4.268,187.669,6.05478e-8,0.0593024,6.73741,2.3048,-0.918877,-59.8063,0.127532,13.1545
DTXSID501015077,68797-35-3,"alpha-D-Glucopyranosiduronic acid, (3beta,20beta)-20-carboxy-11-oxo-30-norolean-12-en-3-yl 2-O-beta-D-glucopyranuronosyl-, potassium salt (1:2)",uc,8.77189e-11,3.42444,334.955,377.889,2.00023e-11,0.234182,9.58747,22154.3,1.7488,250.876,9.82823e-9,0.00264489
DTXSID501015853,761015,3-(1-Methylethyl)cyclohexene,uc,6.33253e-11,285.252,3.62812,141.936,0.059128,4.01711,3.9224,742.363,4.39654,-60.039,4.55399,3.31547e-5
DTXSID501016099,53963-06-7,"7,?11-?Hexadecadien-?1-?ol, (7Z,?11Z)?-",uc,1.79931e-10,690.831,4.49686,311.4,1.43093e-5,0.549894,9.68524,2158.57,6.36221,23.3743,2.7366e-5,1.62746e-6
DTXSID501016687,23873-85-0,Proligestone,uc,6.24887e-11,46.2961,175.188,387.336,1.40988e-8,15.1374,11.7379,52980.1,3.94592,178.844,4.61777e-9,1.09222e-5
DTXSID501018671,5905-52-2,Ferrous Lactate,uc,1.63993e-12,4.19671,5.43152,208.699,8.92977e-9,0.0844451,6.72122,10.1804,-1.49978,272.005,0.0809846,3.22296
DTXSID501019136,74578-69-1,Ceftriaxone Sodium,uc,6.49468e-11,3.73461,145.59,310.043,1.71324e-11,0.360431,9.5056,48.6563,1.06428,179.351,1.29538e-9,4.47765e-4
DTXSID50165799,155030-63-0,Emodepside,uc,1.85527e-10,12.6427,13.4315,438.822,1.02969e-8,2.1609,11.6712,31037.9,3.11612,144.877,1.71008e-8,1.61708e-4
DTXSID50175732,21452-18-6,"2,4-Dimethyl-N-phenyl-5-thiazolecarboxamide",uc,1.51231e-11,17.0246,3.63255,320.542,1.65169e-10,0.0883129,10.6314,173.777,2.61106,162.09,6.01361e-7,9.12103e-5
DTXSID50176582,220828-91-1,Hydroxyethyl behenamidopropyl dimonium chloride,uc,2.46426e-11,56.1751,13.1475,382.807,3.08793e-8,0.564194,9.6375,10100.5,3.40099,93.48,1.74686e-8,4.9473e-7
DTXSID50177312,2277-92-1,Oxyclozanide,uc,1.44963e-11,150.451,71.5254,400.763,2.97513e-10,1.15042,9.31068,8463.27,5.62428,209.982,1.94507e-10,2.70867e-5
DTXSID50181939,27512-72-7,Ethyl 5-chloro-1H-indazole-3-acetate,uc,6.16555e-11,13.799,3.34612,297.626,1.40302e-8,0.409414,8.49103,99.0564,0.0343926,77.061,4.00245e-8,9.54315e-4
DTXSID50183190,290-38-0,"1,2,4-Triazine",uc,6.78582e-12,1.67173,4.76308,141.493,4.33238e-7,0.185025,2.93087,11.9961,-0.24004,86.2114,5.92852,8.24842
DTXSID50184647,3056-00-6,Laureth-12,uc,1.17262e-11,10.1033,4.6822,469.54,1.16228e-8,3.56983,11.3803,20463.4,1.54858,51.7055,1.24042e-6,1.85108e-4
DTXSID5020021,616-91-1,N-Acetyl-L-cysteine,uc,4.33727e-12,4.13035,4.45397,267.244,4.28792e-10,0.10913,7.85432,59.3273,-1.62726,109.542,4.23896e-7,1.09891
DTXSID5020023,107-02-8,Acrolein,uc,1.98866e-11,3.77818,3.67504,52.6959,1.20843e-4,0.157894,2.10718,4.07989,-0.00921304,-87.5599,272.275,3.75427
DTXSID5020027,79-06-1,Acrylamide,bc,2.19658e-11,3.66434,5.16781,192.684,2.48431e-8,0.173322,4.28806,49.5928,-0.670491,84.5147,0.00706249,8.98889
DTXSID5020029,107-13-1,Acrylonitrile,bc,4.10607e-12,4.59952,3.6819,77.4294,1.36709e-4,0.151972,2.44357,4.11662,0.249091,-83.397,106.843,1.41385
DTXSID5020077,2432-99-7,11-Aminoundecanoic acid,bc,1.30547e-11,6.27377,7.4776,290.282,9.94141e-8,0.149558,8.09484,761.852,2.90279,191.078,6.21933e-6,0.00316561
DTXSID5020079,3012-65-5,Diammonium citrate,uc,3.33572e-12,4.16394,4.09194,318.064,1.54655e-10,0.105991,7.9121,119.011,-1.72236,172.722,1.65442e-8,4.90398
DTXSID5020106,50-81-7,L-Ascorbic acid,nbc,8.13797e-12,2.05358,3.53988,274.055,8.44548e-10,0.0921521,8.12372,151.535,-1.85074,168.514,1.2512e-7,2.07263
DTXSID5020108,50-78-2,Aspirin,uc,5.66201e-12,3.65776,3.5412,282.672,8.25897e-9,0.111928,7.75286,78.9205,1.19265,134.601,2.50754e-5,0.0230593
DTXSID5020152,100-51-6,Benzyl alcohol,nbc,2.28712e-11,6.25002,6.59692,205.218,3.45874e-7,0.173228,4.97127,12.6442,1.10165,-14.59,0.0947063,0.389972
DTXSID5020154,120-32-1,Clorophene,nbc,8.06824e-11,8725.3,8.61612,324.763,3.9191e-8,0.0978211,9.32648,2397.32,3.59891,48.5366,1.4185e-6,6.75335e-4
DTXSID5020233,50-14-6,Ergocalciferol,uc,1.91659e-10,3123.9,95.243,388.279,3.33573e-8,4.78182,10.3669,72530.6,8.37537,116.324,5.87588e-8,1.24821e-4
DTXSID5020281,100-00-5,1-Chloro-4-nitrobenzene,uc,7.42949e-13,20.1101,4.84081,242.05,4.94779e-6,0.332365,4.32722,507.693,2.39154,82.9942,0.0220347,0.00131761
DTXSID5020310,80-33-1,Chlorfenson,uc,3.35988e-12,158.706,4.96856,352.41,3.05921e-4,0.635526,8.84314,1678.15,4.23322,86.3097,1.55325e-5,9.81176e-6
DTXSID5020314,2227-13-6,Tetrasul,uc,6.97388e-13,22900.3,18.7395,334.724,8.34933e-5,244.925,9.1878,55003.9,6.67159,184.014,2.30047e-5,9.26398e-8
DTXSID5020316,126-99-8,Chloroprene,bc,1.97558e-11,6.75098,8.30386,59.4122,3.03656e-4,0.0886098,2.79441,40.5855,1.8831,-129.711,214.748,0.0132253
DTXSID5020360,95-33-0,N-Cyclohexyl-2-benzothiazolesulfenamide,uc,1.43103e-11,51.4341,74.9409,377.979,6.9388e-8,0.508642,10.6132,1091.14,4.01153,97.9861,2.36814e-7,5.8362e-4
DTXSID5020366,427-51-0,Cyproterone acetate,uc,1.18403e-10,51.8413,96.7383,409.195,3.71754e-8,9.08149,11.7015,48889.9,3.40936,177.855,1.01806e-8,7.11701e-5
DTXSID5020443,94-80-4,"2,4-D Butyl ester",uc,1.37631e-11,51.7411,4.49795,307.149,1.86273e-8,0.864282,8.42122,477.437,4.00809,26.5715,6.11627e-5,1.64851e-4
DTXSID5020445,94-11-1,"2,4-D isopropyl ester",uc,1.51232e-11,58.9895,4.66489,303.956,2.88453e-8,1.47368,7.45766,455.249,3.95878,5.29414,2.31203e-4,1.41308e-4
