DTXSID,true_chemname,true_cas
DTXSID5020079,Diammonium citrate,3012-65-5
DTXSID8041610,Arabinose,147-81-9
DTXSID90109197,"Ashes (residues), sunflower seed hull",374602-90-1
DTXSID801012303,"Benzene, diethenyl-, polymer with ethenylbenzene and ethenylethylbenzene, sulfonated, sodium salts",69011-22-9
DTXSID601012119,"Poly(oxy-1,2-ethanediyl), .alpha.-(phenylmethyl)-.omega.-[(1,1,3,3-tetramethylbutyl)phenoxy]-",60864-33-7
DTXSID60105323,"2H-1,3,5-Oxadiazine-2,4,6(3H,5H)-trione, 3,5-bis(6-isocyanatohexyl)-, polymer with N1-(2-aminoethyl)-1,2-ethanediamine",87823-33-4
DTXSID50107831,"2-Butenedioic acid (2Z)-, polymer with ethenol and ethenyl acetate, sodium salt",139871-83-3
DTXSID2095285,"2-Propenoic acid, 2-methyl-, polymer with butyl 2-propenoate, ethenylbenzene, ethyl 2-propenoate and methyl 2-methyl-2-propenoate",63744-68-3
DTXSID2095441,"2-Propenoic acid, 2-methyl-, dodecyl ester, polymer with hexadecyl 2-methyl-2-propenoate, octadecyl 2-methyl-2-propenoate and tetradecyl 2-methyl-2-propenoate",65405-40-5
DTXSID4094241,"2-Pyrrolidinone, 1-ethenyl-, polymer with 1-butene",26160-96-3
DTXSID40891232,Butylpolyethoxyethanol esters of phosphoric acid,50769-39-6
DTXSID0097409,"Tall oil, calcium salt",68187-71-3
DTXSID00109123,"Phosphoric acid, calcium zinc salt (2:1:2)",15974-07-9
DTXSID70894650,"Caseins, ammonium complexes",9005-42-9
DTXSID3096537,"Castor oil, dehydrated, polymer with p-tert-butylbenzoic acid, glycerol and phthalic anhydride",68071-54-5
DTXSID10106209,"Castor oil, hydrogenated, polymer with adipic acid, ethylenediamine and 12-hydroxyoctadecanoic acid",125303-89-1
DTXSID70104140,"Glycerides, C14-18 and C16-18-unsatd. mono- and di-, condensation products with ethoxylated castor oil and maleic anhydride",71820-36-5
DTXSID9028415,"Castor oil, oxidized",68187-84-8
DTXSID8093732,"Oils, catnip",8023-84-5
DTXSID8050493,Portland cement,65997-15-1
DTXSID30865508,"Octanoic acid, hexadecyl ester",29710-31-4
DTXSID5027693,"Charcoal, bone",8021-99-6
DTXSID70107818,"Cheese, Cheddar, ext.",97765-70-3
DTXSID4095261,Coumarone-indene resins,63393-89-5
DTXSID5041801,Cristobalite,14464-46-1
DTXSID7030698,alpha-Cyclodextrin,10016-20-3
DTXSID6036912,Hydroxypropyl alpha cyclodextrin,128446-33-3
DTXSID4041999,Furilazole,121776-33-8
DTXSID60894407,"Poly(oxy-1,2-ethanediyl), .alpha.-(dinonylphenyl)-.omega.-hydroxy-, phosphate",39464-64-7
DTXSID8042391,"Sodium 1,4-bis(1-methylheptyl) sulfosuccinate",20727-33-7
DTXSID4051823,"5H-1,3-Dioxolo[4,5-f]benzimidazole, 6-chloro-5-[(3,5-dimethyl-4-isoxazolyl)sulfonyl]-2,2-difluoro",188027-78-3
DTXSID1040798,Poly(lauryl methacrylate),25719-52-2
DTXSID1047495,Dodecyl polyoxyethylene sulfuric acid,26183-44-8
DTXSID001010858,Egg white,9006-50-2
DTXSID7051426,Ethylenediaminetetraacetic acid disodium copper(II) salt trihydrate,73637-19-1
DTXSID2051427,Ethylenediaminetetraacetic acid disodium manganese(II) salt dihydrate,73637-20-4
DTXSID2051425,Ethylenediaminetetraacetic acid disodium zinc salt dihydrate,73513-47-0
DTXSID50369775,EDTA tripotassium salt,65501-24-8
DTXSID101015544,"1,?2-?Ethanediamine, polymer with 2-?methyloxirane and oxirane",26316-40-5
DTXSID7051420,"Ethylenediaminetetraacetic acid disodium copper (II) salt, dihydrate",61916-40-3
DTXSID80933089,"Iron(2+) sodium 2,2',2'',2'''-(ethane-1,2-diyldinitrilo)tetraacetate (1/2/1)",14729-89-6
DTXSID6042107,Disodium manganese EDTA,15375-84-5
DTXSID0034564,"EDTA, copper salt",12276-01-6
DTXSID9027813,Diammonium dihydrogen ethylenediaminetetraacetate,20824-56-0
DTXSID10893248,Copper sodium ethylenediaminetetraacetate (1:2:1),14025-15-1
DTXSID0065696,"Zincate(2-), [[N,N'-1,2-ethanediylbis[N-[(carboxy-.kappa.O)methyl]glycinato-.kappa.N,.kappa.O]](4-)]-, sodium (1:2), (OC-6-21)-",14025-21-9
DTXSID7051424,Ethylenediaminetetraacetic acid tetrasodium salt trihydrate,67401-50-7
DTXSID0066163,"Ferrate(1-), [[N,N'-1,2-ethanediylbis[N-[(carboxy-.kappa.O)methyl]glycinato-.kappa.N,.kappa.O]](4-)]-, hydrogen (1:1), (OC-6-21)-",17099-81-9
DTXSID1028310,"Fatty acids, C16-18 and C18-unsatd.",67701-08-0
DTXSID9099329,"Fatty acids, C8-18, esters with sorbitol, ethoxylated",68525-90-6
DTXSID801011579,"Fatty acids, coco, esters with polyethylene glycol ether with glycerol (3:1)",68553-02-6
DTXSID2097275,"Fatty acids, coco, esters with sorbitan, ethoxylated",68154-33-6
DTXSID2098243,"Fatty acids, tall-oil, C12-15-alkyl esters, sulfated, sodium salts",68424-50-0
DTXSID4049610,"Fatty acid, tall oil, hexa esters with sorbitol, ethoxylated",61790-90-7
DTXSID30100769,"Fatty acids, tall-oil, mixed esters with glycerol and polyethylene glycol",68650-09-9
DTXSID40107800,"Fatty acids, tall oil, pentaesters with sorbitol, ethoxylated",61790-92-9
DTXSID5095838,"Fatty acids, tall-oil, polymers with ethylene glycol, pentaerythritol and phthalic anhydride",67761-98-2
DTXSID2095570,"Fatty acids, tall-oil, polymers with bisphenol A and epichlorohydrin",66070-75-5
DTXSID40100174,"Fatty acids, tall-oil, polymers with bisphenol A, epichlorohydrin, rosin and tung oil",68605-57-2
DTXSID5098181,"Fatty acids, tall-oil, polymers with isophthalic acid, pentaerythritol and walnut oil",68413-17-2
DTXSID5096480,"Fatty acids, tall-oil, polymers with pentaerythritol, phthalic anhydride and rosin",68038-31-3
DTXSID90100649,"Fatty acids, tall-oil, sesquiesters with sorbitol, ethoxylated",68648-20-4
DTXSID10107817,Fish meal,97675-81-5
DTXSID101011392,"2,5-Furandione, polymer with ethenylbenzene, sulfonated, sodium salt",68037-40-1
DTXSID6042234,Octyl beta-D-glucopyranoside,29836-26-8
DTXSID6044640,Octyl alpha-D-Glucopyranoside,29781-80-4
DTXSID6042236,Octyl D-glucoside,54549-23-4
DTXSID6098251,"Glycerides, C16-18 and C18-unsatd. mono- and di-",68424-61-3
DTXSID3042001,"Glycerides, C16-22",68002-70-0
DTXSID20107661,"Glycerides, palm-oil, reaction products with sucrose",100403-39-2
DTXSID1095113,"Glycerides, tallow sesqui-, hydrogenated",61789-14-8
DTXSID3051701,"1,2,3-Propanetriyl tris(12-hydroxyoctadecanoate)",139-44-6
DTXSID1049809,Trisodium ethylenediaminetriacetate,19019-43-3
DTXSID2042010,Sodium [methyl(octadec-9-enoyl)amino]acetate,3624-77-9
DTXSID2042012,"Glycine, N-methyl-N-(1-oxooctadecyl)-, sodium salt",5136-55-0
DTXSID7036402,Helium,7440-59-7
DTXSID7099000,"Hexanedioic acid, polymer with 1,4-butanediol and 1,2-propanediol, didodecanoate",68511-11-5
DTXSID3042057,Iron hydroxide oxide,20344-49-4
DTXSID40107805,"2-Propenoic acid, 2-methyl-, octadecyl ester, polymer with isooctyl 2-propenoate and 2-propenoic acid",70425-89-7
DTXSID7029297,"Lignosulfonic acid, calcium salt",8061-52-7
DTXSID6051227,Maleic acid homopolymer,26099-09-2
DTXSID101011366,"2-Butenedioic acid (2Z)-, 1-butyl ester, polymer with methoxyethene",25119-68-0
DTXSID401011365,"2-Butenedioic acid (2Z)-, 1-ethyl ester, polymer with methoxyethene",25087-06-3
DTXSID3094624,"2-Butenedioic acid (2Z)-, 1-(1-methylethyl) ester, polymer with methoxyethene",31307-95-6
DTXSID60948111,"Furan-2,5-dione--octadec-1-ene (1/1)",25266-02-8
DTXSID5042110,Manganous oxide,1344-43-0
DTXSID0051235,"Ceramic materials and wares, chemicals",66402-68-4
DTXSID401011139,"2-Butenedioic acid (2Z)-, polymer with methoxyethene",25153-40-6
DTXSID40977944,Calcium sodium but-2-enedioate (ethenyloxy)methanide (1/1/1/1),62386-95-2
DTXSID2099219,"Milk, skim, hydrolyzed",68514-61-4
DTXSID0049731,"Nonylphenol, ethoxylated, monoether with sulfuric acid",9081-17-8
DTXSID901011603,"Poly(oxy-1,2-ethanediyl), .alpha.-(4-nonylphenyl)-.omega.-hydroxy-, phosphate",51609-41-7
DTXSID1028023,"Nonylphenol, ethoxylated, phosphate ester",51811-79-1
DTXSID60872588,Polyethylene glycol nonylphenol ether phosphate sodium salt,37340-60-6
DTXSID501011213,"Octadecanoic acid, 12-hydroxy-, homopolymer, octadecanoate",58128-22-6
DTXSID0027278,Aluminum stearate,637-12-7
DTXSID50878372,Ammonium Oleate,544-60-5
DTXSID1042235,Octyl D-glucopyranoside,41444-50-2
DTXSID101011285,"Poly(oxy-1,2-ethanediyl), .alpha.-phosphono-.omega.-(octyloxy)-",31800-88-1
DTXSID8097182,"Lard, oil, sulfated, sodium salts",68153-10-6
DTXSID1097521,"Fats and Glyceridic oils, menhaden, oxidized",68201-51-4
DTXSID60109184,"Oils, orange-juice, Citrus sinensis",132538-94-4
DTXSID70109175,"Orange, sweet, Valencia, ext.",97766-30-8
DTXSID0044575,MON-4660,71526-07-3
DTXSID7098452,"Ethene, homopolymer, oxidized",68441-17-8
DTXSID801011181,"Oxirane, 2-methyl-, polymer with oxirane, tridecyl ether",61725-89-1
DTXSID90109132,"Oxirane, methyl-, polymer with oxirane, acetate",39362-51-1
DTXSID6093883,Ethylene oxide-propylene oxide copolymer decyl ether,9038-29-3
DTXSID0099940,"Oxirane, 2-methyl-, polymer with oxirane, mono-C6-10-alkyl ethers, phosphates",68585-15-9
DTXSID001009530,"Oxirane, 2-methyl-, polymer with oxirane, mono[3-[1,3,3,3-tetramethyl-1-[(trimethylsilyl)oxy]-1-disiloxanyl]propyl] ether",134180-76-0
DTXSID201011357,"Oxirane, 2-methyl-, polymer with oxirane, mono-2-propen-1-yl ether",9041-33-2
DTXSID0094990,"Oxirane, 2-methyl-, polymer with oxirane, monoacetate, 2-propen-1-yl ether",56090-69-8
DTXSID401011153,"Oxirane, 2-methyl-, polymer with oxirane, octyl ether",61827-84-7
DTXSID9098858,Peanut meal,68476-82-4
DTXSID3043994,Tripotassium phosphate,7778-53-2
DTXSID70894554,"Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, mono-C10-12-alkyl ethers, phosphates",68908-64-5
DTXSID501012742,"Poly(oxy-1,2-ethanediyl), .alpha.,.alpha.'-phosphinicobis[.omega.-hydroxy-, di-C13-15-alkyl ethers, sodium salts",73050-08-5
DTXSID60894467,"Poly(oxy-1,2-ethanediyl), .alpha.-[3-[1,3,3,3-tetramethyl-1-[(trimethylsilyl)oxy]-1-disiloxanyl]propyl]-.omega.-hydroxy-",67674-67-3
DTXSID901012570,"Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, ether with D-glucitol (6:1), (9Z)-9-octadecenoate",59800-21-4
DTXSID7052816,"Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, mono-C8-10-alkyl ethers, phosphates",68130-47-2
DTXSID00894603,"Poly(oxy-1,2-ethanediyl), .alpha.-isotridecyl-.omega.-hydroxy-, phosphate",73038-25-2
DTXSID601011385,"Poly(oxy-1,2-ethanediyl), .alpha.-methyl-.omega.-(2-propen-1-yloxy)-",27252-80-8
DTXSID801009546,"Poly(oxy-1,2-ethanediyl), .alpha.-(butoxyhydroxyphosphinyl)-.omega.-hydroxy-, C13-15-alkyl ethers, sodium salts",73050-07-4
DTXSID801011298,"Poly(oxy-1,2-ethanediyl), .alpha.-2-propen-1-yl-.omega.-hydroxy-",27274-31-3
DTXSID501009559,"Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, mono-C11-14-isoalkyl ethers, C13-rich, phosphates",78330-24-2
DTXSID401012270,"Poly(oxy-1,2-ethanediyl), .alpha.-phosphono-.omega.-hydroxy-, C13-15-alkyl ethers, disodium salts",73050-09-6
DTXSID5049605,"Poly(oxy-1,2-ethanediyl), alpha-undecyl-omega-hydroxy-, branched and linear",127036-24-2
DTXSID601011478,"Poly(oxy-1,2-ethanediyl), .alpha.-(carboxymethyl)-.omega.-(tridecyloxy)-",56388-96-6
DTXSID90105811,"Alcohols, C6-10, ethoxylated propoxylated, fumarated, sodium salts",102900-02-7
DTXSID301009727,"2-Pyrrolidinone, 1-ethenylhexadecyl-, homopolymer",63231-81-2
DTXSID701011514,"Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-(methylphenyl)-.omega.-hydroxy-",9064-13-5
DTXSID00872840,Surfonic AGM 550,176022-82-5
DTXSID20897318,Methylene bis-diamylphenoxypolyethoxyethanol,60874-89-7
DTXSID90107799,Sorbitol hexa(polyoxyethylene) laurate oleate ether,55069-68-6
DTXSID401012420,"Ethanol, 2-amino-, compd. with .alpha.-(nonylphenyl)-.omega.-hydroxypoly(oxy-1,2-ethanediyl) phosphate",59139-23-0
DTXSID001012054,"Poly(oxy-1,2-ethanediyl), .alpha.-(nonylphenyl)-.omega.-hydroxy-, phosphate, magnesium salt",67922-57-0
DTXSID70894418,"Poly(oxy-1,2-ethanediyl), .alpha.-(nonylphenyl)-.omega.-hydroxy-, phosphate, potassium salt",52503-15-8
DTXSID50100786,"Fatty acids, tall-oil, polymers with pentaerythritol, polyethylene glycol and trimellitic anhydride",68650-28-2
DTXSID00109183,Hypermer A 60,132175-04-3
DTXSID801014597,"Ethylene glycol, polyester with terephthalic acid",9003-68-3
DTXSID601011135,"1,2,3-Propanetriol, homopolymer, diisooctadecanoate",63705-03-3
DTXSID1095581,"Coconut oil, polymer with glycerol and phthalic anhydride",66070-87-9
DTXSID90895083,Polyethylene glycol monododecylphenyl ether,9014-92-0
DTXSID30891165,Polyoxyethylene monoeicosyl ether,26636-39-5
DTXSID40891171,"Poly(oxy-1,2-ethanediyl), alpha-tetradecyl-omega-hydroxy-",27306-79-2
DTXSID901011134,"Oxirane, 2-methyl-, polymer with oxirane, phosphate",37280-82-3
DTXSID40953349,Hexitolato--oxiranato (1/1),31307-92-3
DTXSID30894651,"Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-[(1-oxooctadecyl)oxy]-, ether with D-glucitol (6:1)",9011-29-4
DTXSID10894351,"Poly(oxy-1,2-ethanediyl), .alpha.-[2,4,6-tris(1-phenylethyl)phenyl]-.omega.-hydroxy-, phosphate, potassium salt",163436-84-8
DTXSID10274018,Poly(oxypropylene) monomethyl ether,37286-64-9
DTXSID9049746,"Polyphosphoric acids, esters with polyethylene glycol nonylphenyl ether",68458-49-1
DTXSID001012016,"Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-[(9Z)-(1-oxo-9-octadecen-1-yl)]-.omega.-hydroxy-",31394-71-5
DTXSID60904353,Langbeinite,14977-37-8
DTXSID30103093,"Fatty acids, C12-20, potassium salts",69669-25-6
DTXSID6028311,"Fatty acids, C8-18 and C18-unsatd., potassium salts",67701-09-1
DTXSID20894145,Potassium titanium oxide (K2Ti8O17),59766-31-3
DTXSID60999608,Sodium 2-hydroxy-3-[(prop-2-en-1-yl)oxy]propane-1-sulfonate--prop-2-enoic acid (1/1/1),78266-09-8
DTXSID0051788,Iron(III) citrate trihydrate,17217-76-4
DTXSID80109161,"1,2,3-Propanetriol, homopolymer, dodecanoate",74504-64-6
DTXSID2095239,"2-Propenoic acid, 2-methyl-, dodecyl ester, polymer with eicosyl 2-methyl-2-propenoate, hexadecyl 2-methyl-2-propenoate, octadecyl 2-methyl-2-propenoate, pentadecyl 2-methyl-2-propenoate, tetradecyl 2-methyl-2-propenoate and tridecyl 2-methyl-2-propenoate",63150-03-8
DTXSID501013433,"2-Propenoic acid, 2-methyl-, polymer with butyl 2-methyl-2-propenoate, ethenylbenzene, 2-ethylhexyl 2-propenoate and methyl 2-methyl-2-propenoate",71394-17-7
DTXSID701012481,"2-Propenoic acid, 2-methyl-, polymer with ethenylbenzene, 2-ethylhexyl 2-propenoate and 2-propenenitrile",26873-77-8
DTXSID201012600,"2-Propenoic acid, 2-methyl-, polymer with ethyl 2-propenoate and methyl 2-methyl-2-propenoate, ammonium salt",55989-05-4
DTXSID901009670,"2-Propenoic acid, 2-methyl-, polymer with ethyl 2-propenoate, sodium salt",41487-53-0
DTXSID80105345,"2-Propenoic acid, 2-methyl-, polymer with ethyl 2-propenoate and methyl 2-methyl-2-propenoate, sodium salt",89511-79-5
DTXSID101011954,"2-Propenoic acid, butyl ester, polymer with ethenylbenzene and 2-ethylhexyl 2-propenoate",30795-23-4
DTXSID101011809,"2-Propenoic acid, butyl ester, polymer with ethyl 2-propenoate and 2-propenenitrile",29437-34-1
DTXSID801011074,Potassium polyacrylate,25608-12-2
DTXSID401012006,"2-Propenoic acid, polymer with 2-hydroxypropyl 2-propenoate and sodium 2-propenoate (1:1)",86864-96-2
DTXSID101011192,"2-Propenoic acid, polymer with sodium 2-propenoate (1:1)",9033-79-8
DTXSID30895784,Pyrophyllite,12269-78-2
DTXSID30950943,1-Ethenylpyrrolidin-2-one--icos-1-ene (1/1),28211-18-9
DTXSID6042369,Rhodamine B,81-88-9
DTXSID3097139,"Rosin, fumarated, polymer with ethylene glycol and pentaerythritol",68152-57-8
DTXSID8052803,Sand,308075-07-2
DTXSID50891889,Disodium disilicate,13870-28-5
DTXSID00935328,"Hexasodium disiloxane-1,1,1,3,3,3-hexakis(olate)",15593-82-5
DTXSID0029717,"Silicic acid (H2SiO3), disodium salt, pentahydrate",10213-79-3
DTXSID40106075,"Siloxanes and Silicones, 3-hydroxypropyl Me, ethers with polyethylene glycol mono-Me ether",117272-76-1
DTXSID8099754,"Siloxanes and Silicones, di-Me, polymers with Me silsesquioxanes and polypropylene glycol mono-Bu ether",68554-64-3
DTXSID1095874,"Siloxanes and Silicones, di-Me, 3-hydroxypropyl Me, ethers with polyethylene-polypropylene glycol mono-Bu ether",67762-87-2
DTXSID1098414,"Siloxanes and Silicones, di-Me, 3-hydroxypropyl Me, ethers with polypropylene glycol mono-Bu ether",68440-66-4
DTXSID1096428,"Siloxanes and silicones, di-Me, Me hydrogen, reaction products with polyethylene glycol monoacetate allyl ether and polyethylene-polypropylene glycol monoacetate allyl ether",68037-62-7
DTXSID6095879,"Siloxanes and Silicones, di-Me, hydroxy-terminated, ethers with polypropylene glycol mono-Bu ether",67762-96-3
DTXSID1028312,"Fatty acids, C8-18 and C18-unsatd., sodium salts",67701-10-4
DTXSID8047478,Sodium aluminum phosphate,7785-88-8
DTXSID30873901,Sodium phosphinate,7681-53-0
DTXSID2057861,"Butanedioic acid, 2,3-dihydroxy- (2R,3R)-, sodium salt (1:2)",868-18-8
DTXSID801011743,"Poly(oxy-1,2-ethanediyl), .alpha.-sulfo-.omega.-(tridecyloxy)-, sodium salt (1:1)",54116-08-4
DTXSID10894533,"Flour, soybean",68513-95-1
DTXSID6097653,Soybean meal,68308-36-1
DTXSID9095189,"Soybean oil, ethoxylated",61791-23-9
DTXSID4095849,"Soybean oil, polymer with ethylene glycol, glycerol, pentaerythritol and phthalic anhydride",67762-09-8
DTXSID1097731,"Linseed oil, polymer with isophthalic acid, soybean oil and trimethylolpropane",68309-49-9
DTXSID7095608,"Soybean oil, polymer with maleic anhydride",66071-16-7
DTXSID3096876,"Soybean oil, polymer with phthalic anhydride, trimellitic anhydride and trimethylolpropane",68131-29-3
DTXSID201010959,"Starch, acetate hexanedioate",63798-35-6
DTXSID7028271,"Starch, acid-hydrolyzed",65996-63-6
DTXSID6051271,Sodium starch glycolate,9063-38-1
DTXSID701013239,"2-Propenoic acid, 2-methyl-, polymer with ethenylbenzene and .alpha.-hydro-.omega.-hydroxypoly(oxy-1,2-ethanediyl) (2Z)-2-butenedioate",68630-83-1
DTXSID10192708,Sulfur chloride,39594-91-7
DTXSID90101813,"Fatty acids, sunflower-oil, Me esters",68919-54-0
DTXSID0027696,"Tallow, hydrogenated",8030-12-4
DTXSID9044958,Trimethylsilyl silicate,56275-01-5
DTXSID1021324,"1,1,1,2-Tetrafluoroethane",811-97-2
DTXSID6049563,Tridymite,15468-32-3
DTXSID501013245,"Ethanol, 2,2',2''-nitrilotris-, compd. with .alpha.-[2,4,6-tris(1-phenylethyl)phenyl]-.omega.-hydroxypoly(oxy-1,2-ethanediyl) phosphate",105362-40-1
DTXSID3047479,Tripoli,1317-95-9
DTXSID5094448,"2-Propenoic acid, 2-methyl-, polymer with ethenyl acetate and methyl 2-methyl-2-propenoate",28430-58-2
DTXSID0049735,Ethenol-vinyl acetate copolymer,25213-24-5
DTXSID50950783,Prop-2-enoic acid--1-ethenylpyrrolidin-2-one (1/1),28062-44-4
DTXSID601012252,"2-Propenoic acid, 2-methyl-, 2-(dimethylamino)ethyl ester, polymer with 1-ethenyl-2-pyrrolidinone",30581-59-0
DTXSID401011177,"2-Pyrrolidinone, 1-ethenyl-, polymer with ethenylbenzene",25086-29-7
DTXSID80107829,Wheat flour,130498-22-5
DTXSID0023745,D-Xylose,58-86-6
DTXSID0021834,4-Nitrophenol,100-02-7
DTXSID8021066,Nitrous oxide,10024-97-2
DTXSID3042427,Sulfur monochloride,10025-67-9
DTXSID8041909,Dysprosium(III) chloride,10025-74-8
DTXSID2041965,Europium(III) chloride,10025-76-0
DTXSID3051416,Yttrium chloride hexahydrate,10025-94-2
DTXSID0027351,Sodium decanoate,1002-62-6
DTXSID60904676,Ferrous sulfate dihydrate,10028-21-4
DTXSID80872565,Calcium bis(dihydrogen phosphate) monohydrate,10031-30-8
DTXSID10143179,Sodium bisulfate monohydrate,10034-88-5
DTXSID0029713,Hydrobromic acid,10035-10-6
DTXSID5041643,Sodium 2-formylbenzenesulfonate,1008-72-6
DTXSID30905857,Sodium heptonate--water (1/1/2),10094-62-9
DTXSID2051502,Lanthanum chloride,10099-58-8
DTXSID2051504,Sodium permanganate,10101-50-5
DTXSID7051505,Sodium molybdate(VI) dihydrate,10102-40-6
DTXSID0041278,"1-Phenanthrenecarboxylic acid, 1,2,3,4,4a,4b,5,6,10,10a-decahydro-1,4a-dimethyl-7-(1-methylethyl)-, 2-(2-hydroxyethoxy)ethyl ester, (1R,4aR,4bR,10aR)-",10107-99-0
DTXSID8051463,Dimethylditetradecylammonium chloride,10108-91-5
DTXSID2034415,Calcium thiosulfate,10124-41-1
DTXSID1031042,Cobalt sulfate,10124-43-3
DTXSID9044243,Sodium polymetaphosphate,50813-16-6
DTXSID5020526,"N,N-Dinitrosopentamethylenetetramine",101-25-7
DTXSID70894195,Calcium chlorate,10137-74-3
DTXSID30228452,Ferric ammonium sulfate,7783-83-7
DTXSID5042035,Bis(2-ethylhexyl) ether,10143-60-9
DTXSID1050462,Ammonium bisulfite,10192-30-0
DTXSID9025326,Ferrocene,102-54-5
DTXSID601011828,"Siloxanes and Silicones, 3-[(2-aminoethyl)amino]propyl Me, di-Me, methoxy-terminated",102782-92-3
DTXSID2024953,2-N-Dibutylaminoethanol,102-81-8
DTXSID30105815,"Benzenesulfonic acid, hydroxy-, polymer with formaldehyde, phenol and urea, sodium salt",102980-04-1
DTXSID5042372,Scandium(III) chloride,10361-84-9
DTXSID0047117,Ytterbium(III) chloride,10361-91-8
DTXSID2042515,Yttrium chloride,10361-92-9
DTXSID3058741,Tetrasodium ethylenediaminetetraacetate dihydrate,10378-23-1
DTXSID2025264,Cinoxate,104-28-9
DTXSID401009463,"Poly(oxy-1,2-ethanediyl), alpha-(3-(3-(2H-benzotriazol-2-yl)-5-(1,1-dimethylethyl)-4-hydroxyphenyl)-1-oxopropyl)-omega-hydroxy-",104810-47-1
DTXSID501013164,"Poly(oxy-1,2-ethanediyl), .alpha.-[3-[3-(2H-benzotriazol-2-yl)-5-(1,1-dimethylethyl)-4-hydroxyphenyl]-1-oxopropyl]-.omega.-hydroxy-",104810-48-2
DTXSID30107819,"Castor oil, epoxidized",105839-17-6
DTXSID00105862,"Lignin, alkali, reaction products with disodium sulfite and formaldehyde",105859-97-0
DTXSID90884497,"1-Propanaminium, N,N,N-trimethyl-3-[(1-oxododecyl)amino]-, methyl sulfate (1:1)",10595-49-0
DTXSID8024814,4-Chlorotoluene,106-43-4
DTXSID6042494,Trimethoxypropylsilane,1067-25-0
DTXSID6020569,"1,2-Epoxybutane",106-88-7
DTXSID8035184,2-Ethylhexyl dihydrogen phosphate,1070-03-7
DTXSID5021883,Propargyl alcohol,107-19-7
DTXSID8026771,Dimethyldioctadecylammonium chloride,107-64-2
DTXSID2020505,Dimethylaminoethanol,108-01-0
DTXSID40107820,"Naphtha, thermal-cracked, residues, naphthalene cut, sulfonated, polymer with formaldehyde, sodium salts",108171-28-4
DTXSID6026795,"Hexanedioic acid, bis(1-methylheptyl) ester",108-63-4
DTXSID50893126,3-[(3-Butoxy-2-hydroxypropyl)(dimethyl)azaniumyl]-2-hydroxy-1-propanesulfonate,108797-84-8
