DTXSID,true_chemname,true_cas,esc
DTXSID4020086,Anethole,104-46-1,Active_ingredient_in_products; Pesticides; Personal_care; Children_products_and_toys; Inert_ingredient_in_products; Labeled_for_nonfood_use
DTXSID4020088,Chloralose,15879-93-3,Active_ingredient_in_products; Pesticides; Pharmaceutical
DTXSID4020113,Atropine,51-55-8,General_consumer_product; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides; Pharmaceutical
DTXSID4020115,Auranofin,34031-32-8,General_consumer_product; Pharmaceutical
DTXSID40201458,2-(Butylthio)ethanol,5331-37-3,Active_ingredient_in_products; Pesticides
DTXSID4020161,Biphenyl,92-52-4,Active_ingredient_in_products; Pesticides; Air_near_source; Household_care_and_cleaning_products; Chemicals_that_emit_or_offgas; Crops_and_animal_feed; Food
DTXSID4020240,Caprolactam,105-60-2,Arts_and_crafts_or_office_supplies; Substances_in_contact_with_food; Bottled_and_finished_water_for_consumption; Product_manufacturing
DTXSID4020242,Captafol,2425-06-1,Active_ingredient_in_products; Pesticides
DTXSID4020248,Carbazole,86-74-8,Bottled_and_finished_water_for_consumption; Groundwater
DTXSID4020292,Chloroacetaldehyde,107-20-0,Active_ingredient_in_products; Pesticides
DTXSID4020298,Chlorobenzene,108-90-7,Air_near_source; Chemicals_that_emit_or_offgas; Children_products_and_toys; Electronics; Bottled_and_finished_water_for_consumption; Product_manufacturing; Substances_in_contact_with_food; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID4020325,Choline chloride,67-48-1,Active_ingredient_in_products; Pesticides; Petrochemicals; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pharmaceutical
DTXSID40203270,Hypericin,548-04-9,Active_ingredient_in_products; Pesticides; Pharmaceutical
DTXSID4020329,Cimetidine,51481-61-9,Pharmaceutical; Soil; Wastewater; Surface_water
DTXSID4020373,"p,p'-DDD",72-54-8,Human_food_from_animals; Pesticides; Food
DTXSID4020375,DDT,50-29-3,Active_ingredient_in_products; Pesticides; Human_food_from_animals; Food; Pharmaceutical
DTXSID4020379,Dehydroepiandrosterone,53-43-0,General_consumer_product; Pharmaceutical
DTXSID4020402,"2,4-Diaminotoluene",95-80-7,Arts_and_crafts_or_office_supplies; Substances_in_contact_with_food
DTXSID4020406,Diazepam,439-14-5,Active_ingredient_in_products; Bottled_and_finished_water_for_consumption; Pharmaceutical; Surface_water
DTXSID4020450,Dicofol,115-32-2,Active_ingredient_in_products; Pesticides; Food; Crops_and_animal_feed; Human_food_from_animals
DTXSID4020458,Chlorpyrifos,2921-88-2,Active_ingredient_in_products; Pesticides; Food; Crops_and_animal_feed; Surface_water; Human_food_from_animals; Bottled_and_finished_water_for_consumption
DTXSID4020533,"1,4-Dioxane",123-91-1,Air_near_source; Arts_and_crafts_or_office_supplies; Chemicals_that_emit_or_offgas; General_consumer_product; Bottled_and_finished_water_for_consumption; Substances_in_contact_with_food
DTXSID4020535,Bis(1-piperidinylthioxomethyl)hexasulfide,971-15-3,Bottled_and_finished_water_for_consumption; Product_manufacturing; Substances_in_contact_with_food
DTXSID4020537,Diphenhydramine hydrochloride,147-24-0,Active_ingredient_in_products; Personal_care; Surface_water
DTXSID4020589,"p,p'-Ethyl-DDD",72-56-0,Active_ingredient_in_products; Pesticides
DTXSID4020616,"1,8-Cineol",470-82-6,Active_ingredient_in_products; Pesticides; Air_near_source; Chemicals_that_emit_or_offgas; Children_products_and_toys; Household_care_and_cleaning_products; Vehicles; Personal_care
DTXSID4020664,"3-Chloro-1,2-propanediol",96-24-2,Active_ingredient_in_products; Pesticides
DTXSID4020743,Iodoform,75-47-8,Active_ingredient_in_products; Pesticides; Substances_in_contact_with_food
DTXSID4020749,Isobutylparaben,4247-02-3,Active_ingredient_in_products; Pesticides; Children_products_and_toys; Personal_care
DTXSID4020791,Malathion,121-75-5,Active_ingredient_in_products; Pesticides; Food; Crops_and_animal_feed; Surface_water; Bottled_and_finished_water_for_consumption; Groundwater
DTXSID4020822,Methotrexate,59-05-2,General_consumer_product; Pharmaceutical
DTXSID4020828,4-Methoxyphenol,150-76-5,Electronics; Substances_in_contact_with_food; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides; Pharmaceutical
DTXSID40208427,Carfentanil,59708-52-0,General_consumer_product; Pharmaceutical
DTXSID4020870,"2,2'-Methylenebis(4-methyl-6-tert-butylphenol)",119-47-1,Bottled_and_finished_water_for_consumption; Product_manufacturing; Substances_in_contact_with_food; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID4020878,2-Methylnaphthalene,91-57-6,Air_near_source; Chemicals_that_emit_or_offgas; General_consumer_product; Household_care_and_cleaning_products; Bottled_and_finished_water_for_consumption; Groundwater; Product_manufacturing
DTXSID4020901,Chloroacetic acid,79-11-8,Active_ingredient_in_products; Pesticides; Inert_ingredient_in_products; Labeled_for_nonfood_use
DTXSID4020903,Methylarsonic acid,124-58-3,Active_ingredient_in_products; Pesticides
DTXSID4021135,C.I. Solvent Yellow 14,842-07-9,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID4021137,"1,3-Benzenediamine",108-45-2,Substances_in_contact_with_food; Bottled_and_finished_water_for_consumption; Product_manufacturing
DTXSID40211890,"Ether, methyl pentyl",628-80-8,Artificial_liquids; Chemicals_that_emit_or_offgas; Children_products_and_toys
DTXSID4021218,Quercetin,117-39-5,Active_ingredient_in_products; Pesticides
DTXSID4021268,Simazine,122-34-9,Active_ingredient_in_products; Pesticides; Food; Groundwater; Surface_water; Bottled_and_finished_water_for_consumption; Crops_and_animal_feed
DTXSID4021341,"4,4'-Thiobis(6-tert-butyl-m-cresol)",96-69-5,Bottled_and_finished_water_for_consumption; Product_manufacturing; Substances_in_contact_with_food
DTXSID4021343,Sodium thiocyanate,540-72-7,Active_ingredient_in_products; Pesticides; Substances_in_contact_with_food
DTXSID4021393,Triethylene glycol,112-27-6,Active_ingredient_in_products; Pesticides; Air_near_source; Chemicals_that_emit_or_offgas; Vehicles; Artificial_liquids; Children_products_and_toys; Arts_and_crafts_or_office_supplies; General_consumer_product; Personal_care; Bottled_and_finished_water_for_consumption; Product_manufacturing; Substances_in_contact_with_food; Inert_ingredient_in_products; Labeled_for_nonfood_use
DTXSID4021395,Trifluralin,1582-09-8,Active_ingredient_in_products; Pesticides; Food; Crops_and_animal_feed; Surface_water; Bottled_and_finished_water_for_consumption; Human_food_from_animals
DTXSID4021426,Urea,57-13-6,Active_ingredient_in_products; Pesticides; Arts_and_crafts_or_office_supplies; Children_products_and_toys; Personal_care; Inert_ingredient_in_products; Labeled_for_nonfood_use
DTXSID4021553,Decanal,112-31-2,Air_near_source; Chemicals_that_emit_or_offgas; Children_products_and_toys; Electronics; Household_care_and_cleaning_products; Arts_and_crafts_or_office_supplies; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID40216103,Romifidine,65896-16-4,General_consumer_product; Pharmaceutical
DTXSID4021688,Undecanal,112-44-7,Air_near_source; Chemicals_that_emit_or_offgas; Children_products_and_toys; Arts_and_crafts_or_office_supplies
DTXSID4021715,Menadione,58-27-5,Food_supplement; Food_additive
DTXSID4021717,4-Chloro-3-methylphenol,59-50-7,Active_ingredient_in_products; Pesticides; Substances_in_contact_with_food; Pharmaceutical
DTXSID4021767,Methyl acetate,79-20-9,Arts_and_crafts_or_office_supplies; Bottled_and_finished_water_for_consumption
DTXSID4021890,Isopropyl ether,108-20-3,Artificial_liquids; Chemicals_that_emit_or_offgas; Children_products_and_toys; Bottled_and_finished_water_for_consumption
DTXSID4021894,Cyclohexanol,108-93-0,Air_near_source; Chemicals_that_emit_or_offgas; Children_products_and_toys; Artificial_liquids; Substances_in_contact_with_food; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID4021923,Cyclohexane,110-82-7,Air_near_source; Electronics; Chemicals_that_emit_or_offgas; Vehicles; Arts_and_crafts_or_office_supplies; General_consumer_product; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID4021925,"1,3,5-Trioxane",110-88-3,Active_ingredient_in_products; Pesticides; Bottled_and_finished_water_for_consumption; Product_manufacturing; Substances_in_contact_with_food
DTXSID4021927,2-Octanone,111-13-7,Air_near_source; Chemicals_that_emit_or_offgas; Children_products_and_toys; Artificial_liquids
DTXSID4021975,Diphenylamine,122-39-4,Active_ingredient_in_products; Pesticides; Food; Human_food_from_animals; Crops_and_animal_feed; Bottled_and_finished_water_for_consumption; Product_manufacturing; Substances_in_contact_with_food
DTXSID4022020,Bromacil,314-40-9,Active_ingredient_in_products; Pesticides; Food; Groundwater; Surface_water; Bottled_and_finished_water_for_consumption
DTXSID4022109,gamma-Decanolactone,706-14-9,Arts_and_crafts_or_office_supplies; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID4022284,2-Butanamine,13952-84-6,Active_ingredient_in_products; Pesticides; Arts_and_crafts_or_office_supplies
DTXSID4022315,Zearalanol,26538-44-3,General_consumer_product; Pharmaceutical
DTXSID4022361,Vinclozolin,50471-44-8,Active_ingredient_in_products; Pesticides; Food; Human_food_from_animals
DTXSID4022367,Estrone,53-16-7,Personal_care; Surface_water; Wastewater; Bottled_and_finished_water_for_consumption; Pharmaceutical
DTXSID4022448,Metolachlor,51218-45-2,Active_ingredient_in_products; Pesticides; Food; Crops_and_animal_feed; Groundwater; Surface_water; Bottled_and_finished_water_for_consumption; Human_food_from_animals
DTXSID4022521,Diisononyl phthalate,28553-12-0,Artificial_liquids; Chemicals_that_emit_or_offgas; General_consumer_product; Children_products_and_toys; Arts_and_crafts_or_office_supplies; Substances_in_contact_with_food; Home_maintenance_ and_building_materials; Furniture; Bottled_and_finished_water_for_consumption; Product_manufacturing; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID4022527,Propylparaben,94-13-3,Active_ingredient_in_products; Pesticides; Artificial_liquids; Chemicals_that_emit_or_offgas; Children_products_and_toys; Personal_care; Surface_water; Bottled_and_finished_water_for_consumption; Product_manufacturing; Inert_ingredient_in_products; Labeled_for_nonfood_use
DTXSID4022529,Methylparaben,99-76-3,Active_ingredient_in_products; Pesticides; Air_near_source; Chemicals_that_emit_or_offgas; Vehicles; Artificial_liquids; Children_products_and_toys; Arts_and_crafts_or_office_supplies; Personal_care; General_consumer_product; Surface_water; Inert_ingredient_in_products; Labeled_for_nonfood_use
DTXSID4022577,Alprazolam,28981-97-7,Surface_water; Pharmaceutical
DTXSID4022579,Hexamethylmelamine,645-05-6,General_consumer_product; Pharmaceutical
DTXSID4022600,Amphetamine,300-62-9,Pharmaceutical; Wastewater; Surface_water; Bottled_and_finished_water_for_consumption
DTXSID4022731,Carbamazepine,298-46-4,Pharmaceutical; Wastewater; Bottled_and_finished_water_for_consumption; Surface_water; Groundwater
DTXSID4022739,Carboprost,35700-23-3,General_consumer_product; Pharmaceutical
DTXSID40227416,N-Cyclohexylformamide,766-93-8,General_consumer_product; Chemicals_that_emit_or_offgas
DTXSID4022783,Cephalothin,153-61-7,General_consumer_product; Pharmaceutical
DTXSID4022949,Diphenhydramine,58-73-1,Wastewater; Pharmaceutical; Soil; Surface_water; Groundwater; Bottled_and_finished_water_for_consumption
DTXSID4022991,Erythromycin,114-07-8,Active_ingredient_in_products; Pharmaceutical; Soil; Wastewater; Surface_water
DTXSID4023042,Felodipine,72509-76-3,General_consumer_product; Pharmaceutical
DTXSID4023125,Histamine,51-45-6,Active_ingredient_in_products; Pesticides; General_consumer_product; Pharmaceutical
DTXSID4023200,Lansoprazole,103577-45-3,General_consumer_product; Pharmaceutical
DTXSID4023202,Letrozole,112809-51-5,General_consumer_product; Pharmaceutical
DTXSID4023206,Levamisole,14769-73-4,General_consumer_product; Pharmaceutical
DTXSID4023208,Levocarnitine,541-15-1,Personal_care; General_consumer_product; Pharmaceutical
DTXSID4023333,Mometasone furoate,83919-23-7,Active_ingredient_in_products; General_consumer_product
DTXSID4023416,Pantoprazole,102625-70-7,General_consumer_product; Pharmaceutical
DTXSID4023541,Pyridoxine,65-23-6,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides; Pharmaceutical
DTXSID4023547,Quinapril,85441-61-8,General_consumer_product; Pharmaceutical
DTXSID40235536,HC Yellow no. 9,86419-69-4,Personal_care; Children_products_and_toys
DTXSID4023591,Sparteine,90-39-1,General_consumer_product; Pharmaceutical
DTXSID4023597,Streptomycin A,57-92-1,Active_ingredient_in_products; Pesticides; Food; Pharmaceutical
DTXSID40236043,Ethyl 762,87-97-8,Bottled_and_finished_water_for_consumption; Product_manufacturing
DTXSID4023624,Sulindac,38194-50-2,General_consumer_product; Pharmaceutical
DTXSID4023628,Sumatriptan,103628-46-2,General_consumer_product; Pharmaceutical
DTXSID4023670,Ticrynafen,40180-04-9,Arts_and_crafts_or_office_supplies; Pharmaceutical
DTXSID4023678,Tiopronin,1953-02-2,Personal_care; Pharmaceutical
DTXSID40237035,Clodronate disodium,88416-50-6,General_consumer_product; Pharmaceutical
DTXSID4023880,Antimony trioxide,1309-64-4,Substances_in_contact_with_food; Bottled_and_finished_water_for_consumption; Product_manufacturing; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides; Vehicles
DTXSID40238840,Tetrachlorodecaoxide,92047-76-2,Active_ingredient_in_products; Pesticides
DTXSID4023886,Arsenic,7440-38-2,Arts_and_crafts_or_office_supplies; General_consumer_product; Personal_care; Bottled_and_finished_water_for_consumption; Pharmaceutical; Pesticides
DTXSID4023913,Beryllium,7440-41-7,Personal_care; Bottled_and_finished_water_for_consumption
DTXSID40239493,2-(4-(2-Methylheptan-2-yl)phenoxy)ethanol,93633-23-9,Surface_water; Wastewater; Bottled_and_finished_water_for_consumption
DTXSID4024018,Dicamba,1918-00-9,Active_ingredient_in_products; Pesticides; Food; Crops_and_animal_feed; Bottled_and_finished_water_for_consumption; Groundwater; Surface_water
DTXSID4024143,"1,6-Diisocyanatohexane",822-06-0,Substances_in_contact_with_food; Children_products_and_toys
DTXSID4024145,Hexazinone,51235-04-2,Active_ingredient_in_products; Pesticides; Food; Crops_and_animal_feed; Groundwater; Bottled_and_finished_water_for_consumption; Surface_water
DTXSID4024193,MCPB,94-81-5,Active_ingredient_in_products; Pesticides; Groundwater; Bottled_and_finished_water_for_consumption; Surface_water
DTXSID4024195,MCPA,94-74-6,Active_ingredient_in_products; Pesticides; Food; Crops_and_animal_feed; Bottled_and_finished_water_for_consumption; Groundwater; Surface_water
DTXSID4024270,Prochloraz,67747-09-5,Active_ingredient_in_products; Pesticides; Food; Crops_and_animal_feed
DTXSID4024272,Prometryn,7287-19-6,Active_ingredient_in_products; Pesticides; Groundwater; Crops_and_animal_feed; Food; Bottled_and_finished_water_for_consumption; Surface_water
DTXSID4024274,Propachlor,1918-16-7,Active_ingredient_in_products; Pesticides; Food; Surface_water; Bottled_and_finished_water_for_consumption
DTXSID4024276,Propargite,2312-35-8,Active_ingredient_in_products; Pesticides; Food; Crops_and_animal_feed; Human_food_from_animals; Surface_water; Bottled_and_finished_water_for_consumption
DTXSID4024305,Silver,7440-22-4,Active_ingredient_in_products; Pesticides; Arts_and_crafts_or_office_supplies; Substances_in_contact_with_food; Personal_care; Bottled_and_finished_water_for_consumption
DTXSID4024309,Sodium cyanide,143-33-9,Active_ingredient_in_products; Pesticides
DTXSID4024436,Allura Red C.I.16035,25956-17-6,Arts_and_crafts_or_office_supplies; Children_products_and_toys; Personal_care; Food; Inert_ingredient_in_products; Pesticides; Labeled_for_nonfood_use; Pharmaceutical
DTXSID4024696,Butyl methacrylate,97-88-1,Electronics; General_consumer_product; Substances_in_contact_with_food; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID4024721,D-Camphor,464-49-3,Air_near_source; Household_care_and_cleaning_products; Chemicals_that_emit_or_offgas
DTXSID4024729,Carbendazim,10605-21-7,Active_ingredient_in_products; Pesticides; Human_food_from_animals; Food; Bottled_and_finished_water_for_consumption; Surface_water
DTXSID4024983,Cisplatin,15663-27-1,General_consumer_product; Pharmaceutical
DTXSID4024985,"1,3-Dichloro-5,5-dimethylhydantoin",118-52-5,Active_ingredient_in_products; Pesticides; Substances_in_contact_with_food
DTXSID4025080,Diisobutyl ketone,108-83-8,Arts_and_crafts_or_office_supplies; Children_products_and_toys; Occupational_products; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID4025082,Diisodecyl phthalate,26761-40-0,Children_products_and_toys; Bottled_and_finished_water_for_consumption; Product_manufacturing; Substances_in_contact_with_food; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID4025111,"2,2-Dimethylbutane",75-83-2,Air_near_source; Chemicals_that_emit_or_offgas; Vehicles
DTXSID4025117,Methyl disulfide,624-92-0,Active_ingredient_in_products; Pesticides
DTXSID4025242,"1,2-Epoxydecane",2404-44-6,Air_near_source; Arts_and_crafts_or_office_supplies; Chemicals_that_emit_or_offgas
DTXSID4025292,"2-Ethyl-1,3-hexanediol",94-96-2,Active_ingredient_in_products; Pesticides
DTXSID4025371,Halothane,151-67-7,Active_ingredient_in_products; Pharmaceutical
DTXSID4025587,2-Methylcinnamic aldehyde,101-39-3,Air_near_source; Household_care_and_cleaning_products; Chemicals_that_emit_or_offgas
DTXSID4025610,Methyl 4-formylbenzoate,1571-08-0,Artificial_liquids; Chemicals_that_emit_or_offgas; Children_products_and_toys
DTXSID4025662,Methyl styryl ketone,122-57-6,Active_ingredient_in_products; Pesticides; Inert_ingredient_in_products; Labeled_for_nonfood_use
DTXSID4025909,Picric acid,88-89-1,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID4026052,Stoddard solvent IIC,64742-88-7,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID4026183,Tributylamine,102-82-9,Bottled_and_finished_water_for_consumption; Product_manufacturing
DTXSID4026214,Triclocarban,101-20-2,Active_ingredient_in_products; Pesticides; General_consumer_product; Surface_water; Wastewater; Bottled_and_finished_water_for_consumption; Pharmaceutical
DTXSID4026343,2-Mercaptoethanol,60-24-2,Bottled_and_finished_water_for_consumption; Product_manufacturing; Substances_in_contact_with_food
DTXSID4026399,Calcium carbide (CaC2),75-20-7,Active_ingredient_in_products; Pesticides
DTXSID4026501,alpha-Pinene,80-56-8,Active_ingredient_in_products; Pesticides; Air_near_source; General_consumer_product; Chemicals_that_emit_or_offgas; Electronics; Children_products_and_toys; Furniture; Household_care_and_cleaning_products; Vehicles; Personal_care; Inert_ingredient_in_products; Labeled_for_nonfood_use
